id,title,release_date,vote_average,vote_count,popularity,overview
17978,The Great White Hope,1970-10-11,6.2,34,0.5867,A black champion boxer and his white female companion struggle to survive while the white boxing establishment looks for ways to knock him down.
119575,The Mind of Mr. Soames,1970-09-30,5.3,17,0.4516,"A 30-year-old man, who has been in a coma since birth, is finally restored to consciousness by a breakthrough brain operation. Although physically an adult, the man is ""reborn"" in the eye of an infant; the doctors caring for him must teach him to walk, talk and prepare for life in the outside world. Tension builds as he escapes from the hospital, wanders among people who do not realize his identity, and is hunted by the police."
564861,Girls for Mercenaries,1970-10-12,2.7,6,0.2895,"Four mercenaries, employed by an African country, are responsible for negotiating a purchase of arms. They seize the sum planned for the negotiations and three of them flee to Spain after having abandoned the fourth in the bush. The latter manages to survive and then finds his accomplices who lead happy life ..."
50372,C.C. and Company,1970-10-14,5.4,22,0.7025,A motorcycle rebel rescues a woman from his gang and fights an outlaw guru for supremacy.
92283,I Never Sang for My Father,1970-10-18,6.6,39,0.5954,A man living in the towering shadow of his aging father finds it difficult to start a new chapter in his life by marrying his girlfriend and moving to California.
790739,The Red Circle,1922-03-01,0.0,0,0.1451,"A London lady comes to Holmes in curiosity about her newest lodger. After first renting the room, arranging for meals and newspaper to be left at the door, and paying a very high fee, he disappears completely. Or, is it someone else now inside the room?"
44721,Little Fauss and Big Halsy,1970-10-21,5.9,28,0.7138,The friendship between two Arizona dirt bike racers is tested when they both lust for an attractive runaway young woman who joins them on the racing circuit.
8416,The Conformist,1971-01-29,7.644,755,1.9121,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident."
8416,The Conformist,1971-01-29,7.644,755,1.9121,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident."
21886,No Blade of Grass,1970-06-20,5.2,42,0.5356,"A strange new virus has appeared, which only attacks strains of grasses such as wheat and rice, and the world is descending into famine and chaos. Architect John, along with his family and friends, is making his way from London to his brother's farm in northern England where there will hopefully be food and safety for all of them."
44000,Trog,1970-10-24,4.4,43,1.0513,"Anthropologist Dr Brockton unearths a primitive troglodyte — an Ice Age 'missing link': half-caveman, half-ape — in a local cave. Through experimentation, she manages to communicate with and domesticate him before he's released by an irate land developer and goes on a rampage, terrorising the local citizenry."
35002,When Dinosaurs Ruled the Earth,1970-10-25,6.1,93,1.2741,"An ancient tribe attempts to sacrifice Sanna as an offering to the Sun god to save their tribe from dinosaurs. Tara, a young man from another tribe, saves Sanna and takes her along with him."
71943,House of Dark Shadows,1970-09-09,6.5,82,0.758,Barnabas Collins searches for a cure for vampirism in order to marry a woman resembling his long-lost fiancée Josette.
5185,The Private Life of Sherlock Holmes,1970-10-29,6.8,324,1.1633,"When a bored Sherlock eagerly takes the case of Gabrielle Valladon following an attempt on her life, the search for her missing husband leads to Loch Ness and the legendary monster."
194757,The Sidelong Glances of a Pigeon Kicker,1970-10-28,4.3,3,0.4086,"After a young man graduates from a prestigious college, he rebels by preferring a carefree existence rather than the life of fighting the rungs within the treacherous American corporate ladder. For his means of survival he becomes a New York cab driver."
24918,The Twelve Chairs,1970-10-28,6.3,141,0.7121,"In 1920s Soviet Russia, a fallen aristocrat, a priest and a con artist search for a treasure of jewels hidden inside one of twelve dining chairs, lost during the revolution."
277396,Three Sisters,1970-04-01,3.8,10,0.7066,"Nearly a thousand miles away from their beloved Moscow, Chekhov's Three Sisters live in virtual exile. Olga , a schoolmistress, attempts to support her siblings and the home that is the sole legacy of their late father."
42597,The Owl and the Pussycat,1970-11-03,6.2,66,1.2411,"Meek, owlish Felix and strident, catty Doris live in the same apartment building. His incessant typing bothers her; her gentlemen callers bother him. Felix informs the landlord of her activities, so Doris moves in on Felix. When they both get thrown out, they move in with Barney... until they drive him out! That's when Felix and Doris finally decide to put theory into practice. But do opposites attract?"
13765,Scrooge,1970-11-05,6.8,162,1.5331,A musical adaptation of Charles Dickens' classic ghost tale starring Albert Finney.
28476,The Phantom Tollbooth,1970-11-07,6.8,81,0.4807,"The Phantom Tollbooth, based upon the children's adventure novel by Norton Juster, tells the story of a bored young boy named Milo. Unexpectedly receiving a magic tollbooth and, having nothing better to do, Milo drives through it and enters a kingdom in turmoil following the loss of its princesses, Rhyme and Reason."
34479,Scars of Dracula,1970-11-08,5.959,190,1.5451,"The Prince of Darkness casts his undead shadow once more over the cursed village of Kleinenberg when his ashes are splashed with bat's blood and Dracula is resurrected. And two innocent victims search for a missing loved one... loved to death by Dracula's mistress. But after they discover his blood-drained corpse in Dracula's castle necropolis, the Vampire Lord's lustful vengeance begins."
3145,The Horror of Frankenstein,1970-11-08,5.855,86,0.9055,"Brilliant but arrogant scientist Victor Frankenstein builds a man from spare body parts, only for the monster to come alive and wreak havoc."
38953,Ryan's Daughter,1970-03-19,7.1,168,1.5326,"In the wake of the 1916 Easter Rising, a married schoolteacher in a small Irish village has an affair with a troubled British officer."
91583,Perfect Friday,1970-11-10,6.15,30,0.7464,"The deputy manager of a London bank has worked out a way to rob the branch of £200,000. When he becomes involved with the attractive Lady Dorset he decides to go ahead with his plan. He needs her help and that of her philandering spendthrift husband. It all comes down to a matter of trust."
42569,Where’s Poppa?,1970-11-10,6.0,48,1.6613,"When New York attorney Gordon Hocheiser meets Louise Callan, the girl of his dreams, he schemes to eliminate his aging, senile mother, even though he promised his late father that he'd always take care of her. He fears that his batty mom's eccentricities will shortly lead to Louise's departure."
59984,The Over-the-Hill Gang Rides Again,1970-11-16,5.0,7,0.8754,"Walter Brennan is back as the clever and funny over the hill Texas Ranger Nash Crawford. This time the gang must face corruption in their own home town. The gang put their heads together to clean up their town, take back the rule of law and rehabilitate the town lush (played by Fred Astaire) along with way."
48408,Dirty Dingus Magee,1970-11-18,4.3,14,0.4992,"Ass-breaker Dingus Magee is looking for a gold train when he comes upon old acquaintance Hoke Birdsill on stage to San Francisco, and robs him of his money. Hoke goes to the nearby town of Yerkey's Hole, where Belle Knops is both mayor and bordello-mistress. She appoints Hoke Town Sheriff and tries to get him to stir up the Indians so the soldiers at the nearby fort (the main customers) won't go to Little Big Horn. Dingus tries to stir up more trouble and get involved with the pale, baby-talking Indian, Anna. The film is a send-up of the oft-repeated phrase ""the Code of the West"" and exaggerates it and what it stands for into the ridiculousness that it is."
72881,I Walk the Line,1970-11-18,5.7,47,0.8262,"Henry Tawes, a middle-aged sheriff in a rural Tennessee town, is usually the first man to criticize others for their bad behavior. Miserable in his marriage, Henry falls in love with teenage seductress Alma, who is the daughter of local criminal and moonshiner Carl McCain. Henry's moral character comes further into question when he is tempted to conceal Carl's crimes in order to prolong his relationship with Alma."
139713,Act of the Heart,1970-09-24,3.3,3,0.4635,A woman's peculiar religious convictions lead her on a self-destructive path.
990553,Yousuf Khan Sher Bano,1970-12-01,0.0,0,0.2744,The story is based on the Pashto folk story Yousuf Khan and Sher Bano. The tale has also been referred to as the Pashto version of Romeo and Juliet.
4789,The Garden of the Finzi-Continis,1970-12-04,6.9,280,0.8543,"In 1930s Italy, a wealthy Jewish family tries to maintain their privileged lifestyle, hosting friends for tennis and parties at their villa. As anti-Semitism intensifies under Fascism, they must ultimately face the horrors of the Holocaust."
26525,Brewster McCloud,1971-08-18,6.302,96,1.0772,"Brewster is an owlish, intellectual boy who lives in a fallout shelter of the Houston Astrodome. He has a dream: to take flight within the confines of the stadium. Brewster tells those he trusts of his dream, but displays a unique way of treating others who do not fit within his plans."
132,Gimme Shelter,1970-12-13,7.3,192,1.2756,"A detailed chronicle of the famous 1969 tour of the United States by the British rock band The Rolling Stones, which culminated with the disastrous and tragic concert held on December 6 at the Altamont Speedway Free Festival, an event of historical significance, as it marked the end of an era: the generation of peace and love suddenly became the generation of disillusionment."
52105,Husbands,1970-12-08,6.73,159,0.8405,"A common friend's sudden death brings three men, married with children, to reconsider their lives and ultimately leave the country together. But mindless enthusiasm for regained freedom will be short-lived."
10112,The Aristocats,1970-12-24,7.296,5332,7.5105,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue."
10112,The Aristocats,1970-12-24,7.296,5332,7.5105,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue."
2860,Claire's Knee,1970-12-11,7.271,291,2.6654,"On the eve of his wedding, on holiday on the Lake Annecy shore, a career diplomat visits an old acquaintance, perhaps a former girlfriend. Through her he meets an intense teenager, Laura, and then lusts after her sister, Claire. Whilst Laura attempts to flirt with him, his fantasy becomes focused on wanting to caress Claire's knee."
42599,There's a Girl in My Soup,1970-12-15,5.4,63,1.0178,"TV personality Robert Danvers, an exceedingly vain rotter, seduces young women daily, never staying long with one. He meets his match in Marion, an American, 19, who's available but refuses any romantic illusions."
238850,The Wild Country,1970-12-16,6.0,8,0.796,"Uprooted from their comfortable home in Pennsylvania, James and Kate Tanner, along with their sons, Virgil and Andy, journey to the wild country of 1890s Wyoming to become farmers. Soon, they come face-to-face with tornadoes, bears and wolves. But through the hardships their love for each other endures, even when a local rancher sees the newcomers as ""squatters"" on his land, and will stop at nothing – including murder – to drive them out."
77885,Wild Country,2005-10-01,4.4,11,0.3498,A group of friends are pursued by a sinister force after rescuing an abandoned child.
92937,Puzzle of a Downfall Child,1970-12-16,6.4,31,0.8815,"Lou Andreas Sand, a once famous model, recalls her past as she tries to make success in the modeling world of New York, her stressful workdays, her affair with Mark, an advertising executive, her friendship with photographer Aaron, and her downward spiral into ruin."
9062,Love Story,1970-12-16,6.8,728,3.7068,"Harvard Law student Oliver Barrett IV and music student Jennifer Cavilleri share a chemistry they cannot deny - and a love they cannot ignore. Despite their opposite backgrounds, the young couple put their hearts on the line for each other. When they marry, Oliver's wealthy father threatens to disown him. Jenny tries to reconcile the Barrett men, but to no avail."
32599,Alex in Wonderland,1970-12-22,5.5,20,0.6162,"Bohemian Alex Morrison has just finished directing his first feature length movie. In its previews, the movie is considered a critical, artistic and surefire commercial success. As such, Alex seemingly has his choice of what his next project will be.  As he makes the rounds both in the Hollywood community and European movie centers for ideas, he fantasizes about movie scenarios of those everyday situations he is in."
26593,Rio Lobo,1970-04-01,6.463,283,2.3592,"After the Civil War, a former Union colonel searches for the two traitors whose perfidy led to the loss of a close friend."
5590,Donkey Skin,1970-12-16,7.217,545,1.7028,A fairy godmother helps a princess disguise herself so she won't have to marry her father.
14434,I Think I Love My Wife,2007-03-07,5.313,201,0.8432,"Richard Cooper is a married man and father of two who is just plain bored with married life. Not getting any sex from his wife, he resorts to ogling random women on the street to the point that he takes lunch late to look at them. When old crush Nikki Tru visits his office to get a reference letter, she becomes obsessed with Cooper and they begin a complicated relationship."
11040,Little Big Man,1970-12-23,7.449,708,1.8202,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Indians and fighting with General Custer."
27172,There Was a Crooked Man...,1970-09-18,6.806,134,1.0122,"A charming but ruthless criminal is sent to a remote Arizona prison, where he enlists the help of his cellmates in an escape attempt with the promise of sharing his hidden loot."
79407,Loot,2011-11-04,4.8,4,0.3712,Four burglars end up stealing a vehicle from robbers as well as unknowingly breaking in the house of a notorious gangster.
21142,Billy Jack,1971-05-01,6.0,77,0.9895,"Ex-Green Beret hapkido expert saves wild horses from being slaughtered for dog food and helps protect a desert ""freedom school"" for runaways."
14811,Fiddler on the Roof,1971-11-03,7.749,627,3.3779,"In a pre-revolutionary Russia, a poor Jewish milkman struggles with the challenges of a changing world as his daughters fall in love and antisemitism grows."
681,Diamonds Are Forever,1971-12-14,6.4,2349,5.2524,Diamonds are stolen only to be sold again in the international market. James Bond infiltrates a smuggling mission to find out who's guilty. The mission takes him to Las Vegas where Bond meets his archenemy Blofeld.
1051,The French Connection,1971-10-09,7.501,2105,3.7837,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.
1051,The French Connection,1971-10-09,7.501,2105,3.7837,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.
41357,Summer of '42,1971-04-19,6.7,159,2.0084,"Over the summer of 1942 on Nantucket Island, three friends -- Hermie, Oscy and Benjie -- are more concerned with getting laid than anything else. Hermie falls in love with the married Dorothy, whose husband is an army pilot recently sent to the battlefront of World War II."
984,Dirty Harry,1971-12-23,7.448,2703,4.4387,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath."
25188,The Last Picture Show,1971-10-03,7.6,763,2.4574,"High school seniors and best friends, Sonny and Duane, live in a dying Texas town. The handsome Duane is dating a local beauty, while Sonny is having an affair with the coach's wife. As graduation nears and both boys contemplate their futures, Duane eyes the army and Sonny takes over a local business. Each struggles to figure out if he can escape this dead-end town and build a better life somewhere else."
12335,Bedknobs and Broomsticks,1971-10-07,7.0,1015,2.3246,Three children evacuated from London during World War II are forced to stay with an eccentric spinster. The children's initial fears disappear when they find out she is in fact a trainee witch.
5822,Sweet Sweetback's Baadasssss Song,1971-03-31,5.2,117,0.6063,"After saving a Black Panther from some racist cops, a black male prostitute goes on the run from ""the man"" with the help of the ghetto community and some disillusioned Hells Angels."
26513,Punishment Park,1971-10-01,7.3,197,0.8832,"In this fictional documentary, U.S. prisons are at capacity, and President Nixon declares a state of emergency. All new prisoners, most of whom are connected to the antiwar movement, are now given the choice of jail time or spending three days in Punishment Park, where they will be hunted for sport by federal authorities. The prisoners invariably choose the latter option, but learn that, between the desert heat and the brutal police officers, their chances of survival are slim."
277783,The Ski Bum,1971-01-08,4.4,8,0.5027,A ski instructor tries to teach a bunch of insanely eccentric people how to ski while dealing with everyone wanting his attention.
65134,Zachariah,1971-01-24,5.1,18,0.6275,A blacksmith and an amateur gunslinger embark on journey through the west together but soon separate and have surreal experiences of their own.
72899,The Music Lovers,1971-02-12,6.5,53,0.8155,"Composer, conductor and teacher Peter Ilych Tchaikovsky struggles against his homosexual tendencies by marrying, but unfortunately, he chooses wacky nymphomaniac Nina, whom he is unable to satisfy."
26234,10 Rillington Place,1971-02-10,7.273,211,0.8916,"The story of British serial killer John Christie, who committed most or all of his crimes in the titular terraced house, and the miscarriage of justice involving Timothy Evans."
42525,The Last Valley,1971-01-28,6.5,58,1.2446,People in a small German village in the last valley to remain untouched by the devastating Thirty Years' War try to exist in peace with a group of soldiers occupying the valley.
200236,Doctors' Wives,1971-02-03,4.8,16,0.6262,"The wives of several high-powered doctors feel neglected due to their husbands' focus on their careers, so they embark on a regimen of sex, drugs and booze."
513427,King Lear,2018-05-28,6.1,103,1.5719,"An aging King invites disaster, when he abdicates to his corrupt, toadying daughters, and rejects his loving and honest one."
44157,How to Frame a Figg,1971-02-01,6.2,15,0.6943,"Don Knotts is Hollis Figg, the dumbest bookkeeper in town. When the city fathers buy a second-hand computer to cover up their financial shenanigans, they promote Figg to look after things, knowing he'll never catch on. Their plan backfires when Figg becomes self-important and accidentally discovers their plot."
27459,Little Murders,1971-02-09,6.706,68,0.7668,"A young nihilistic New Yorker copes with pervasive urban violence, obscene phone calls, rusty water pipes, electrical blackouts, paranoia, and ethnic-racial conflict during a typical summer of the 1970s."
53657,Raid on Rommel,1971-02-12,5.8,52,0.7641,"Captain Foster plans on raiding German-occupied Tobruk with hand- picked commandos, but a mixup leaves him with a medical unit led by a Quaker conscientious objector."
39043,Countess Dracula,1971-01-30,5.728,127,1.0167,"Hungary, XVII century. After being widowed, the old countess Elizabeth Nádasdy, of the Báthory lineage, fortunately discovers a way to become young again; but the price to be paid by those around her will be high and bloody."
1582458,G.A.S.,1991-12-01,0.0,0,0.0429,"Europe in the not-too-distant future. Environmental disasters have become commonplace. The population has adapted brilliantly: every bag contains gas masks and protective suits. Only gas mask filters are in short supply. During an incident, a couple meets for a rendezvous. In a quiet place, they connect their masks with a ""love tube."" Just as they are overcome with passion, their gas mask filters are stolen by a thief. The young couple's lives are in danger. Their ""breathless"" chase through the world of tomorrow begins."
352427,Cold Turkey,1940-10-18,0.0,0,0.2229,Harry wins a turkey at a raffle.
762987,The Pursuit of Happiness,1999-09-13,0.0,0,0.3654,"Showtime's ""In the 20th Century"" is a millennium-related strand of feature-length documentaries in which famous directors take on major subjects of their choosing. In the fourth of the six films, ""The Pursuit of Happiness,"" filmmaker Robert Zemeckis delves into the history of America's relationship with mind-altering substances over the past 100 years, presenting interviews with historians and professionals in the drug treatment field, interspersed with a treasure trove of film and television clips depicting the highs and lows of smoking, drinking and drugging in the 20th century."
762987,The Pursuit of Happiness,1999-09-13,0.0,0,0.3654,"Showtime's ""In the 20th Century"" is a millennium-related strand of feature-length documentaries in which famous directors take on major subjects of their choosing. In the fourth of the six films, ""The Pursuit of Happiness,"" filmmaker Robert Zemeckis delves into the history of America's relationship with mind-altering substances over the past 100 years, presenting interviews with historians and professionals in the drug treatment field, interspersed with a treasure trove of film and television clips depicting the highs and lows of smoking, drinking and drugging in the 20th century."
80560,Wanda,1970-09-01,6.816,155,0.536,"After a string of abusive relationships, Wanda abandons her family and seeks solace in the company of a petty criminal."
468998,Death in Venice,1981-08-11,1.0,2,0.1285,"Gustav Von Aschenbach, a passionate composer, arrives in Venice as a result of wanderlust and there meets a young man by whose beauty he becomes obsessed."
744733,The Emigrants,2021-12-25,5.7,29,1.2212,"Sweden, 1849. A poverty-stricken family decides to move to America in the hope of finding a better and more prosperous life. Although they know the journey will be dangerous and the pressure of facing a new life in a strange and wild land is great, they are determined to succeed."
744733,The Emigrants,2021-12-25,5.7,29,1.2212,"Sweden, 1849. A poverty-stricken family decides to move to America in the hope of finding a better and more prosperous life. Although they know the journey will be dangerous and the pressure of facing a new life in a strange and wild land is great, they are determined to succeed."
10461,Get Carter,2000-10-06,5.207,642,3.0691,"Jack Carter, a mob enforcer living in Las Vegas, travels back to his hometown of Seattle for his brother's funeral. During this visit, Carter realizes that the death of his brother was not accidental, but a murder. With this knowledge, Carter sets out to kill all those responsible."
42500,Lawman,1971-03-11,6.462,131,1.8383,"While passing through the town of Bannock, a bunch of drunken cattlemen go overboard with their celebrating and accidentally kill an old man with a stray shot. They return home to Sabbath unaware of his death. Bannock lawman Jered Maddox later arrives there to arrest everyone involved on a charge of murder. Sabbath is run by land baron Vince Bronson, a benevolent despot, who, upon hearing of the death, offers restitution for the incident."
636,THX 1138,1971-03-11,6.4,1040,1.9117,People in the future live in a totalitarian society. A technician named THX 1138 lives a mundane life between work and taking a controlled consumption of drugs that the government uses to make puppets out of people. As THX is without drugs for the first time he has feelings for a woman and they start a secret relationship.
32116,Up Pompeii,1971-03-11,5.9,38,0.7469,"A funny thing happens to Lurcio on the way to the rent-a-vestal-virgin market stall. A mysterious scroll falls into his hands, listing the names of all the conspirators plotting to murder Emperor Nero. And when the upstart slave is elected to infiltrate the ringleader's den, the comical ups-and-downs lead to total uproar."
10514,The Andromeda Strain,1971-03-12,7.0,775,2.098,"When virtually all of the residents of Piedmont, New Mexico, are found dead after the return to Earth of a space satellite, the head of the US Air Force's Project Scoop declares an emergency. A group of eminent scientists led by Dr. Jeremy Stone scramble to a secure laboratory and try to first isolate the life form while determining why two people from Piedmont - an old alcoholic and a six-month-old baby - survived. The scientists methodically study the alien life form unaware that it has already mutated and presents a far greater danger in the lab, which is equipped with a nuclear self-destruct device designed to prevent the escape of dangerous biological agents."
11951,Vanishing Point,1971-01-15,7.094,509,1.5967,"Kowalski works for a car delivery service, and takes delivery of a 1970 Dodge Challenger to drive from Colorado to San Francisco. Shortly after pickup, he takes a bet to get the car there in less than 15 hours."
124344,The Barefoot Executive,1995-11-11,4.8,4,0.6885,A young man working in the mailroom of a television network rises to the top of the company after he discovers that his girlfriend's chimp is capable of picking hit shows.
124344,The Barefoot Executive,1995-11-11,4.8,4,0.6885,A young man working in the mailroom of a television network rises to the top of the company after he discovers that his girlfriend's chimp is capable of picking hit shows.
121923,Brother John,1971-08-15,6.2,13,1.0453,An enigmatic man returns to his Alabama hometown as his sister is dying of cancer and incites the suspicion of notable town officials.
4156,Friends,1971-03-24,5.7,26,1.0925,"Paul, a rich English boy, and Michelle, an orphaned French girl, run away from home to a remote beach. Living on their own, their friendship grows into love."
357030,The Deserter,1900-01-02,1.3,3,0.0143,Directed by Robert W. Paul.
357030,The Deserter,1900-01-02,1.3,3,0.0143,Directed by Robert W. Paul.
88402,The Battle of Love's Return,1971-06-01,2.5,4,0.4005,"After a series of mishaps, a young man is fired from his job for failing to deliver a package. He goes on a journey to find himself, encountering various characters including a priest and the owner of a pornographic bookstore, who are seen in black and white interview segments."
59881,Taking Off,1971-03-28,6.9,104,0.8804,"Unable to deal with her parents, Jeannie Tyne runs away from home. Larry and Lynn Tyne search for her, and in the process meet other people whose children ran away. With their children gone, the parents are now free to rediscover/enjoy life."
121384,B.S. I Love You,1971-03-31,2.0,2,0.3898,"When young advertising exec Paul Bongard gets involved with his attractive female boss, he discovers that the affair has fast-tracked his climb up the corporate ladder. Paul's career gets another boost when he starts up with the boss's daughter. Meanwhile, his childhood sweetheart, Ruth, is patiently wondering when, if ever, he'll propose to her."
76200,Just Before Nightfall,1971-03-31,6.6,64,0.8681,A married man who killed the wife of his best friend during a tryst feels compelled to turn himself in.
43477,Shinbone Alley,1970-06-26,6.3,17,0.6101,"Suicidal poet Archy tries to end his life by jumping off a bridge, but awakens to find he has assumed the life of a cockroach and has become a part of a community of creatures living in a newspaper office. He also discovers that he can still write poetry, using a typewriter, and begins to enjoy his new life. Archy develops deep feelings for the lovely but self-destructive cat Mehitabel, but will have to fight to win her from bad-boy tomcat Bill."
256072,Zodiac Killers,1991-07-20,4.2,9,1.6291,"Hong Kong student Ben Lee becomes friends with his mainland Chinese classmate Chang Chih while studying abroad in Japan. Ben is unmotivated to study and only cares about money and on the other hand, whenever Chih encounters a Chinese person, he would ask whereabouts of his childhood sweetheart. Ming is also from Hong Kong and in order to elevate his social status, he becomes involved with a bar hostess and owner Yuriko, hoping to become Yakuza leader Yamada Ishikawa's brother in-law."
40158,The Mephisto Waltz,1971-04-09,5.938,72,2.4953,"A frustrated pianist himself, music journalist Myles Clarkson is thrilled to interview virtuoso Duncan Ely. Duncan, however, is terminally ill and not much interested in Myles until noticing that Myles' hands are ideally suited for piano. Suddenly, he can't get enough of his new friend, and Myles' wife, Paula, becomes suspicious of Duncan's intentions. Her suspicions grow when Duncan dies and Myles mysteriously becomes a virtuoso overnight."
41357,Summer of '42,1971-04-19,6.7,159,2.0084,"Over the summer of 1942 on Nantucket Island, three friends -- Hermie, Oscy and Benjie -- are more concerned with getting laid than anything else. Hermie falls in love with the married Dorothy, whose husband is an army pilot recently sent to the battlefront of World War II."
21242,Valdez Is Coming,1971-04-09,6.267,90,1.7214,"Old Mexican-American sheriff Bob Valdez has always been a haven of sanity in a land of madmen when it came to defending law and order. But the weapon smuggler Frank Tanner is greedy and impulsive. When Tanner provokes a shooting that causes the death of an innocent man and Valdez asks him to financially compensate the widow, Tanner refuses to do so and severely humiliates Valdez, who will do justice and avenge his honor, no matter what it takes."
26774,The Blood on Satan's Claw,1971-01-28,6.2,163,1.7672,"After a landsman in 18th century England discovers a corpse covered in fur buried in a field, the town becomes infected by ""the devil's skin,"" leading the local children to engage in demonic rituals and criminal behavior."
26774,The Blood on Satan's Claw,1971-01-28,6.2,163,1.7672,"After a landsman in 18th century England discovers a corpse covered in fur buried in a field, the town becomes infected by ""the devil's skin,"" leading the local children to engage in demonic rituals and criminal behavior."
48207,Melody,1971-03-28,7.1,60,1.7035,Two youngsters declare to their parents that they want to get married. Not sometime in the future but as soon as possible.
5822,Sweet Sweetback's Baadasssss Song,1971-03-31,5.2,117,0.6063,"After saving a Black Panther from some racist cops, a black male prostitute goes on the run from ""the man"" with the help of the ghetto community and some disillusioned Hells Angels."
343791,The Cat,1966-06-01,5.5,2,0.3458,"A pet wildcat escapes and is seen by a boy, but no one believes his story. When he tries to find the cat, he witnesses a murder."
343791,The Cat,1966-06-01,5.5,2,0.3458,"A pet wildcat escapes and is seen by a boy, but no one believes his story. When he tries to find the cat, he witnesses a murder."
11302,Bananas,1971-04-28,6.686,815,1.1116,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion."
69321,Pretty Maids All in a Row,1971-04-28,5.7,47,0.843,"At Oceanfront High School, female students are being targeted by an unknown serial killer. Meanwhile, a married teacher hides his flings with nubile students, and an awkward male is frustrated by the plethora of uninhibited freewheeling young girls."
42517,The Big Doll House,1971-04-30,5.6,79,2.2058,Female prisoners in a Philippine jail are being subjected to sadistic torture. Five of the women -- along with the help of two men -- plot an escape.
21142,Billy Jack,1971-05-01,6.0,77,0.9895,"Ex-Green Beret hapkido expert saves wild horses from being slaughtered for dog food and helps protect a desert ""freedom school"" for runaways."
172475,Mrs. Pollifax — Spy,1971-02-17,6.1,8,0.7501,"Mrs. Emily Pollifax of New Jersey goes to the CIA to volunteer for spy duty, being in her own opinion, expendable now that the children are grown and she's widowed. And being just what the department needed (someone who looks and acts completely unlike a spy), she's assigned to simple courier duty to pick up a book in Mexico City. But when the pickup doesn't go as planned, Mrs. Pollifax finds herself handcuffed to a handsome stranger on a plane bound for an Albanian prison. And it's up to her to get them out."
612441,Plaza Suite,1987-12-03,6.0,1,0.3333,Hilarity abounds in this portrait of three couples successively occupying a suite at the Plaza.
26405,Wake in Fright,1971-07-21,7.2,330,1.2332,"A young schoolteacher descends into personal moral degradation after finding himself stranded in a brutal, menacing town in outback Australia."
16328,Johnny Got His Gun,1971-08-04,7.5,410,1.3654,"A young American soldier, rendered in pseudocoma from an artillery shell from WWI, recalls his life leading up to that point."
17965,The Abominable Dr. Phibes,1971-04-01,6.9,327,1.1522,"After a team of surgeons botches his beloved wife's operation, the distraught Dr. Phibes unleashes a score of Old-Testament atrocities on his enemies."
1687,Escape from the Planet of the Apes,1971-05-20,6.4,1205,3.2003,"The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a spacecraft. Intrigued by their intelligence, humans use them for research - until the apes attempt to escape."
42497,Pink Narcissus,1971-05-24,6.1,58,1.0987,"An outrageous erotic poem focusing on the daydreams of a beautiful boy prostitute who, from the seclusion of his ultra-kitsch apartment, conceives a series of interlinked narcissistic fantasies populated by matadors, dancing boys, slaves, and leather-clad bikers."
21717,Big Jake,1971-05-26,6.9,238,2.9839,An aging Texas cattle man who has outlived his time swings into action when outlaws kidnap his grandson.
18287,Support Your Local Gunfighter,1971-05-26,6.6,90,0.926,A con artist arrives in a mining town controlled by two competing companies. Both companies think he's a famous gunfighter and try to hire him to drive the other out of town.
163907,The Villain,1979-07-26,5.7,158,1.2726,"Handsome Stranger has agreed to escort Charming Jones to collect her inheritance from her father. But Avery Simpson wants the money and hires notorious outlaw Cactus Jack to ambush Charming. However, Cactus Jack is not very good at robbing people."
399019,The Beguiled,2017-06-23,5.926,2228,1.648,"During the Civil War, at a Southern girls’ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events."
399019,The Beguiled,2017-06-23,5.926,2228,1.648,"During the Civil War, at a Southern girls’ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events."
79645,The Grissom Gang,1971-05-28,6.6,37,0.6991,"Violent crime caper set in 1930s Kansas in which a gang kidnap an heiress and attempt to recover a ransom. However, the scheme is jeopardised when the leader falls in love with their beautiful captive."
